,hotel_name,id,hotel_price,hotel_nreview,hotel_one_review,hotel_rating,great_for_walker_rating,restaurants_nearby,nearby_attractions,ranking,description,location_rating,cleanliness_rating,service_rating,value_rating,QA_number,room_tips_number
140,Yankee Inn,property_94147,72,722,"Panoramic business-friendly hotel featuring skiing, a hot tub and a breakfast buffet.",4.0,48.0,17.0,3.0,#5 of 17 hotels in Lenox,"Yankee Inn is a landmark hotel in the beautifully serene Berkshire Hills of Lenox, MA. The Yankee Inn is cozy and private enough for a romantic getaway, but also accommodating and accessible enough for a family vacation. Our staff works above and beyond to cater to your needs and provide the exact experience you want. The Main Building houses our lobby, cocktail lounge, indoor pool and guest rooms, which included original and newly built hotel rooms. Our South Building maintains the motel style of the original motor lodge, housing smaller and more economical rooms. We provide a complimentary breakfast every morning, leaving you more time to spend skiing or sightseeing. You can also book an in-room massage for ultimate relaxation. Whatever your vacation desires are, we can help you plan the perfect stay. Yankee Inn is your next vacation destination. Book a room with us today and let's get started planning your perfect getaway!",4.5,4.5,4.5,4.0,11.0,100.0
141,Fairfield Inn & Suites Great Barrington Lenox/Berkshires,property_457118,118,576,"Contemporary rooms in a tranquil business-friendly hotel with breakfast, a game room and a fitness center.",4.5,62.0,10.0,9.0,#1 of 10 hotels in Great Barrington,"Thank you for considering our location for your travels! Our hotel is currently open and taking precautions for yours and others safety; such as, mandatory face masks for staff, floors marked for social distancing, hand sanitizer available to guests and staff in high touch point area, contactless check-in and check-out / mobile key available for Marriott Bonvoy members, staff required to regularly wash hands, regularly sanitizing high-traffic areas, individually wrapped toiletries, grab and go breakfast daily from 7am-9am, social distancing dining tables, inside and outside seating. For more details please feel free to contact guest services directly at 413-644-3200.",4.5,4.5,4.5,4.5,7.0,100.0
142,Hampton Inn West Springfield,property_94001,139,794,"Modern business-friendly hotel with a fitness center, a convenience store and a breakfast buffet.",4.0,44.0,32.0,1.0,#1 of 18 hotels in West Springfield,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.5,4.5,4.5,4.0,1.0,83.0
143,SpringHill Suites Boston Peabody,property_254771,172,694,"Quiet business-friendly hotel with a breakfast buffet, a pool and bike rentals.",4.0,0.0,0.0,0.0,#1 of 8 hotels in Peabody,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""RzRuX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5feGNy"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",3.5,4.5,4.5,4.0,18.0,89.0
144,DoubleTree by Hilton Hotel Boston - Rockland,property_89838,159,510,"Business-friendly hotel offering contemporary rooms with a pool, a convenience store and breakfast.",4.5,45.0,15.0,0.0,#1 of 3 hotels in Rockland,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.5,4.5,4.5,4.0,4.0,42.0
145,Hampton Inn Haverhill,property_94161,139,756,"Welcoming mid-range hotel featuring contemporary rooms with a fitness center, a breakfast buffet and a convenience store.",4.5,0.0,0.0,0.0,#1 of 2 hotels in Haverhill,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.5,4.5,4.5,4.5,6.0,49.0
146,Sonesta ES Suites Burlington,property_223419,102,533,"Quiet business-friendly hotel featuring contemporary rooms with free wifi, free breakfast and an outdoor pool.",4.5,59.0,54.0,8.0,#3 of 8 hotels in Burlington,"Sonesta is committed to providing a safe and secure environment for our guests, visitors and employees. Working with our primary partner, Ecolab, we have created Stay Safe with Sonesta – a program that exceeds all CDC, WHO, and governmental requirements and recommendations related to the Coronavirus pandemic. This program will evolve as we continue to update our procedures and protocols to ensure our standards maintain the most relevant levels of protection for our guests and employees.
 
Hotel team members have received training to ensure they are ready to deliver at the higher standards we’ve set including the following areas: 

Guest Protection &amp; Social Distancing
Cleanliness &amp; Disinfection Protocols
Employee Safety &amp; Preparedness
Guest Room Modifications for Safety 
Group &amp; Meeting Space Protocols 
 
Sonesta is a participant in the Safe Stay initiative created by the American Hotel &amp; Lodging Association.

<a data-encoded-url=""dGE5X2h0dHA6Ly9zb25lc3RhLmNvbS9zdGF5c2FmZV8wSFQ="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""http://sonesta.com/staysafe"">sonesta.com/staysafe</a>",4.5,4.5,4.5,4.5,10.0,96.0
147,Best Western Plus Berkshire Hills Inn & Suites,property_217147,119,599,"Quiet eco-friendly hotel featuring hiking, a breakfast buffet and a fitness center.",4.5,0.0,0.0,0.0,#3 of 8 hotels in Pittsfield,"The BEST WESTERN Berkshire Hills Inn &amp; Suites proudly offers 59 spaciously appointed guest rooms each complete with microwave, refrigerator, 37-inch LCD television with HBO® and high-speed Internet access. Guests will wake each morning to a delicious complimentary hot breakfast. This Berkshire hotel's additional amenities include an exercise facility, whirlpool suites and fireplace suites. Business travelers will appreciate the quality meeting facilities as well as our business center.",4.0,4.5,4.5,4.0,9.0,73.0
148,Southbridge Hotel And Conference Center,property_250190,129,610,"Restored city-view rooms in an enchanting business-friendly hotel with a restaurant, a hot tub and racquetball.",4.5,53.0,21.0,6.0,,"Nestled along the scenic Quinebaug River, The Southbridge Hotel and Conference Center combines evocative architecture and modern amenities with new millennium technology to create an incomparable destination for productive meetings or some well-deserved leisure. Our guests will enjoy well-appointed executive guest rooms, including 4 suites Rooms, with wireless high-speed internet access, refrigerator, coffee maker, hairdryers, iron/ironing board, cable TV and bath amenities. We offer an extensive range of recreational facilities, including Focus Fitness Center; equipped with a heated indoor pool, Jacuzzi, sauna, racquet ball courts, game room and jogging trails. Shades Lounge offers beverages and casual fare. Our convenient location; less than one-hour drive to Boston or Hartford is near shopping, sightseeing and antiquing in Old Sturbridge Village",4.0,4.5,4.5,4.5,2.0,84.0
149,Extended Stay America - Boston - Burlington,property_225953,127,119,"Quiet mid-range hotel with free breakfast, in-room kitchenettes and free wifi.",3.0,65.0,63.0,5.0,#8 of 8 hotels in Burlington,"Free grab-and-go breakfast: Jumpstart your day with a free grab-and-go breakfast that includes a variety of breakfast bars and muffins, hot cereal, coffee, and tea.",4.0,3.0,3.5,3.0,1.0,29.0
150,Publick House Historic Inn,property_89878,145,559,"Charming family-friendly hotel offering grand rooms, a restaurant and a pool.",4.0,0.0,0.0,0.0,#6 of 14 hotels in Sturbridge,"<div><p>If you’re looking for a family-friendly hotel in Sturbridge, look no further than Publick House Historic Inn.</p><p>While staying at Publick House Historic Hotel, visitors can check out Hyland Orchard &amp; Rapscallion Brewery (2.4 mi), which is a popular Sturbridge attraction.</p><p>Guest rooms offer amenities such as a flat screen TV and air conditioning, and guests can go online with free wifi offered by the hotel.</p><p>Publick House Historic Inn features a 24 hour front desk, a gift shop, and a coffee shop, to help make your stay more enjoyable. The property also boasts a pool and breakfast. If you are driving to Publick House Historic Inn, free parking is available.</p><p>While in Sturbridge, you may want to check out some of the restaurants that are a short walk away from Publick House Historic Inn, including Sturbridge Seafood (0.8 mi), Oxhead Tavern (0.9 mi), and B.T.'s Smokehouse (1 mi).</p><p>Should time allow, Old Sturbridge Village is a popular attraction that is 1.5 miles away.</p><p>The staff at Publick House Historic Inn looks forward to serving you during your upcoming visit.</p></div>",4.0,3.5,4.0,3.5,2.0,100.0
